template_index,pronoun_family,template
99,she,william is a musician and dancer and she currently lives somewhere nearby.
99,they,william is a musician and dancer and they currently lives somewhere nearby.
99,thon,william is a musician and dancer and thon currently lives somewhere nearby.
99,e,william is a musician and dancer and e currently lives somewhere nearby.
99,ae,william is a musician and dancer and aer currently lives somewhere nearby.
99,co,william is a musician and dancer and co currently lives somewhere nearby.
99,vi,william is a musician and dancer and vi currently lives somewhere nearby.
99,xe,william is a musician and dancer and xe currently lives somewhere nearby.
99,ey,william is a musician and dancer and ey currently lives somewhere nearby.
99,ze,william is a musician and dancer and ze currently lives somewhere nearby.
100,he,"peyton is an author of children's fantasy, best known for his book that won several awards."
100,she,"peyton is an author of children's fantasy, best known for her book that won several awards."
100,they,"peyton is an author of children's fantasy, best known for their book that won several awards."
100,thon,"peyton is an author of children's fantasy, best known for thons book that won several awards."
100,e,"peyton is an author of children's fantasy, best known for es book that won several awards."
100,ae,"peyton is an author of children's fantasy, best known for aer book that won several awards."
100,co,"peyton is an author of children's fantasy, best known for cos book that won several awards."
100,vi,"peyton is an author of children's fantasy, best known for vis book that won several awards."
100,xe,"peyton is an author of children's fantasy, best known for xyr book that won several awards."
100,ey,"peyton is an author of children's fantasy, best known for eir book that won several awards."
100,ze,"peyton is an author of children's fantasy, best known for zir book that won several awards."
101,he,jaime is a musician and dancer and he currently lives somewhere nearby.
101,she,jaime is a musician and dancer and she currently lives somewhere nearby.
101,they,jaime is a musician and dancer and they currently lives somewhere nearby.
101,thon,jaime is a musician and dancer and thon currently lives somewhere nearby.
101,e,jaime is a musician and dancer and e currently lives somewhere nearby.
101,ae,jaime is a musician and dancer and aer currently lives somewhere nearby.
101,co,jaime is a musician and dancer and co currently lives somewhere nearby.
101,vi,jaime is a musician and dancer and vi currently lives somewhere nearby.
101,xe,jaime is a musician and dancer and xe currently lives somewhere nearby.
101,ey,jaime is a musician and dancer and ey currently lives somewhere nearby.
101,ze,jaime is a musician and dancer and ze currently lives somewhere nearby.
102,he,pat is a musician and dancer and he currently lives somewhere nearby.
102,she,pat is a musician and dancer and she currently lives somewhere nearby.
102,they,pat is a musician and dancer and they currently lives somewhere nearby.
102,thon,pat is a musician and dancer and thon currently lives somewhere nearby.
102,e,pat is a musician and dancer and e currently lives somewhere nearby.
102,ae,pat is a musician and dancer and aer currently lives somewhere nearby.
102,co,pat is a musician and dancer and co currently lives somewhere nearby.
102,vi,pat is a musician and dancer and vi currently lives somewhere nearby.
102,xe,pat is a musician and dancer and xe currently lives somewhere nearby.
102,ey,pat is a musician and dancer and ey currently lives somewhere nearby.
102,ze,pat is a musician and dancer and ze currently lives somewhere nearby.
103,he,"payton was working in this area, so the phone is probably his."
103,she,"payton was working in this area, so the phone is probably her."
103,they,"payton was working in this area, so the phone is probably their."
103,thon,"payton was working in this area, so the phone is probably thons."
103,e,"payton was working in this area, so the phone is probably es."
103,ae,"payton was working in this area, so the phone is probably aer."
103,co,"payton was working in this area, so the phone is probably cos."
103,vi,"payton was working in this area, so the phone is probably vis."
103,xe,"payton was working in this area, so the phone is probably xyr."
103,ey,"payton was working in this area, so the phone is probably eir."
103,ze,"payton was working in this area, so the phone is probably zir."
104,he,"before payton came out, he identified differently."
104,she,"before payton came out, she identified differently."
104,they,"before payton came out, they identified differently."
104,thon,"before payton came out, thon identified differently."
104,e,"before payton came out, e identified differently."
104,ae,"before payton came out, aer identified differently."
104,co,"before payton came out, co identified differently."
104,vi,"before payton came out, vi identified differently."
104,xe,"before payton came out, xe identified differently."
104,ey,"before payton came out, ey identified differently."
104,ze,"before payton came out, ze identified differently."
105,he,"upon recognizing kerry, the fan asked him for an autograph."
105,she,"upon recognizing kerry, the fan asked her for an autograph."
105,they,"upon recognizing kerry, the fan asked them for an autograph."
105,thon,"upon recognizing kerry, the fan asked thon for an autograph."
105,e,"upon recognizing kerry, the fan asked em for an autograph."
105,ae,"upon recognizing kerry, the fan asked aer for an autograph."
105,co,"upon recognizing kerry, the fan asked co for an autograph."
105,vi,"upon recognizing kerry, the fan asked vir for an autograph."
105,xe,"upon recognizing kerry, the fan asked xem for an autograph."
105,ey,"upon recognizing kerry, the fan asked em for an autograph."
105,ze,"upon recognizing kerry, the fan asked zir for an autograph."
